,interaction_id,interaction_type,id_bacterium,acc_bacterium,bact_strain,bact_specie,bact_genus,id_phage,acc_phage,phage_name
3437,36079,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8161,NC_028939.1,Pseudomonas_phage_vB_Pae_PS44
3438,36080,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6506,NA,Rhodococcus_phage_Swann
3439,36081,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4712,NA,Rhodococcus_phage_Alpacados
3440,36082,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10113,NC_003327.2,Vibrio_phage_VSK
3441,36083,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7415,NC_031055.1,Bacillus_phage_PfEFR-5
3442,36084,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7501,NC_031019.1,Enterobacteria_phage_UAB_Phi20
3443,36085,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4692,NA,Gordonia_phage_Ailee
3444,36086,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9890,NC_008583.1,Staphylococcus_phage_phiNM
3445,36087,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6193,NA,Gordonia_phage_Pipp
3446,36088,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8371,NC_027379.1,Proteus_phage_PM_85
3447,36089,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8922,NC_024359.1,Listeria_phage_LP-048
3448,36090,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7540,NC_030953.1,Shigella_phage_SHFML-11
3449,36091,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6513,NA,Arthrobacter_phage_Synepsis
3450,36092,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7091,NC_031001.1,Gordonia_phage_Terapin
3451,36093,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9802,NC_008296.2,Synechococcus_phage_syn9
3452,36094,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4870,NA,Streptomyces_phage_BayC
3453,36095,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6269,KX576640,Arthrobacter_phage_RcigaStruga
3454,36096,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9773,NC_008721.2,Streptococcus_phage_SMP
3455,36097,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9786,NC_017968.1,Staphylococcus_phage_TEM123
3456,36098,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7236,NC_031250.1,Salmonella_phage_BP63
3457,36099,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8109,NC_028976.1,Streptomyces_phage_Izzy
3458,36100,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8804,NC_022754.1,Salmonella_phage_SETP7
3459,36101,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7863,NC_028837.1,Paenibacillus_phage_Xenia
3460,36102,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9554,NC_019457.1,Vibrio_phage_CP-T1
3461,36103,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9633,NC_016160.1,Escherichia_phage_HK75
3462,36104,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8797,NC_025442.1,Salmonella_virus_Chi
3463,36105,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7336,NC_031104.1,Pseudomonas_phage_vB_PaeP_MAG4
3464,36106,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6090,MF919542,Gordonia_phage_Patio
3465,36107,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8975,NC_024365.1,Pseudomonas_phage_phiPSA1
3466,36108,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6605,NA,Gordonia_phage_Troje
3467,36109,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10171,NC_007924.1,Lactobacillus_phage_KC5a
3468,36110,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8367,NC_022762.1,Lactobacillus_phage_phiLdb
3469,36111,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9679,NC_015264.1,Pseudomonas_phage_phiIBB-PF7A
3470,36112,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10097,NC_004689.1,Mycobacterium_phage_Barnyard
3471,36113,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8898,NC_022972.2,Arthrobacter_phage_vB_ArS-ArV2
3472,36114,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9064,NC_023734.1,Psychrobacter_phage_Psymv2
3473,36115,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9911,NC_008199.1,Mycobacterium_phage_Pipefish
3474,36116,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8024,NC_004462.2,Thermus_virus_IN93
3475,36117,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9813,NC_009814.1,Listeria_phage_P35
3476,36118,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6052,JX262218,Propionibacterium_phage_P104A
3477,36119,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9994,NC_007189.1,Stenotrophomonas_phage_SMA9
3478,36120,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7607,NC_030917.1,Gordonia_phage_OneUp
3479,36121,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8977,NC_024360.1,Listeria_phage_LMSP-25
3480,36122,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8996,NC_024203.1,Lactococcus_phage_P092
3481,36123,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7179,NC_028247.1,Citrobacter_phage_Michonne
3482,36124,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4748,MF324903,Rhodococcus_phage_AppleCloud
3483,36125,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6444,KU998249,Gordonia_phage_Soups
3484,36126,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9406,NC_013647.1,Klebsiella_phage_KP32
3485,36127,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7202,NC_031265.1,Gordonia_phage_Guacamole
3486,36128,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8290,NC_021796.1,Cellulophaga_phage_phi38:1
3487,36129,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8840,NC_025465.1,Enterococcus_phage_EfaCPT1
3488,36130,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7135,NC_031934.1,Escherichia_phage_MX01
3489,36131,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5820,KU189325,Streptomyces_phage_Maih
3490,36132,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9324,NC_021316.1,Acinetobacter_phage_Abp1
3491,36133,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9214,NC_021331.1,Shigella_phage_pSf-1
3492,36134,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7240,NC_031234.1,Gordonia_phage_Emalyn
3493,36135,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7614,NC_030947.1,Clostridium_phage_phiCT19406B
3494,36136,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6020,NA,Streptomyces_phage_Olicious
3495,36137,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7142,NC_031926.1,Flavobacterium_phage_2A
3496,36138,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8973,NC_024362.1,Pseudomonas_phage_phiPSA2
3497,36139,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7546,NC_030943.1,Gordonia_phage_Blueberry
3498,36140,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8858,NC_025449.1,Escherichia_phage_ECML-134
3499,36141,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9362,NC_018832.1,Providencia_phage_Redjac
3500,36142,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5245,KX855961,Arthrobacter_phage_EdgarPoe
3501,36143,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5588,KU160651,Arthrobacter_phage_Jawnski
3502,36144,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9409,NC_013059.1,Salmonella_phage_g341c
3503,36145,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8340,NC_028688.1,Klebsiella_phage_vB_Kp1
3504,36146,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5661,NA,Gordonia_phage_Kerry
3505,36147,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4723,MG099935,Gordonia_phage_Anamika
3506,36148,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4867,KX557273,Gordonia_phage_BatStarr
3507,36149,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9940,NC_007967.1,Streptomyces_phage_mu1/6
3508,36150,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8193,NC_028917.1,Staphylococcus_phage_3MRA
3509,36151,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6357,MF185724,Arthrobacter_phage_Scavito
3510,36152,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8496,NC_027333.1,Propionibacterium_phage_PHL070N00
3511,36153,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8776,NC_001628.1,Pseudomonas_phage_PP7
3512,36154,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5721,NA,Gordonia_phage_Lahirium
3513,36155,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4854,NA,Gordonia_phage_Banquo
3514,36156,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7765,NC_029050.1,Salmonella_phage_21
3515,36157,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10130,NC_002643.1,Bdellovibrio_phage_phiMH2K
3516,36158,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6279,KX557283,Gordonia_phage_Remus
3517,36159,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6516,KU160668,Arthrobacter_phage_TaeYoung
3518,36160,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4687,NA,Gordonia_phage_Agatha
3519,36161,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9721,NC_010576.1,Lactococcus_phage_1706
3520,36162,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4947,NA,Rhodococcus_phage_Bradshaw
3521,36163,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9398,NC_020078.1,Cronobacter_phage_vB_CskP_GAP227
3522,36164,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5467,MF668273,Arthrobacter_phage_Gurgleferb
3523,36165,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5162,MF541406,Streptomyces_phage_Dattran
3524,36166,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9504,NC_019523.1,Clostridium_phage_phi24R
3525,36167,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9259,NC_022340.1,Propionibacterium_phage_PHL114L00
3526,36168,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8103,NC_028984.1,Streptococcus_phage_M102AD
3527,36169,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5429,NA,Gordonia_phage_GodonK
3528,36170,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7167,NC_031908.1,Pseudoalteromonas_phage_PH1
3529,36171,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6901,NC_003390.2,Synechococcus_phage_P60
3530,36172,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8112,NC_028969.1,Brevibacillus_phage_Osiris
3531,36173,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8215,NC_028871.1,Listeria_phage_vB_LmoS_188
3532,36174,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10129,NC_002649.1,Bacillus_virus_GA1
3533,36175,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8437,NC_026587.1,Pseudomonas_phage_vB_PaeM_PAO1_Ab03
3534,36176,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9954,NC_007603.1,Escherichia_virus_Rtp
3535,36177,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10180,NC_004902.1,Xanthomonas_virus_Xp10
3536,36178,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6181,KY092480,Streptomyces_phage_Picard
3537,36179,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8038,NC_028951.1,Clostridium_phage_phiCD481-1
3538,36180,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8427,NC_024204.1,Salmonella_phage_vB_SenS-Ent3
3539,36181,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7952,NC_029091.1,Escherichia_phage_APCEc01
3540,36182,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9491,NC_019545.1,Salmonella_phage_SPN3UB
3541,36183,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4840,KU998247,Gordonia_phage_Bachita
3542,36184,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8831,NC_023582.1,Staphylococcus_phage_vB_SepS_SEP9
3543,36185,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6821,NC_030694.1,Gordonia_phage_Rosalind
3544,36186,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8993,NC_024214.1,Lactococcus_phage_P162
3545,36187,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7737,NC_022987.1,Xylella_phage_Prado
3546,36188,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7101,NC_028701.2,Salmonella_phage_SEN5
3547,36189,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6434,KU963246,Gordonia_phage_SoilAssassin
3548,36190,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8735,NC_003085.1,Myxococcus_phage_Mx8
3549,36191,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8345,NC_028677.1,Rhodococcus_phage_CosmicSans
3550,36192,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8377,NC_028449.1,Escherichia_phage_PA2
3551,36193,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4861,KU647629,Arthrobacter_phage_BarretLemon
3552,36194,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8658,NC_007054.1,Staphylococcus_virus_47
3553,36195,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10092,NC_004746.1,Lactococcus_phage_P335_sensu_lato
3554,36196,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5215,MF919505,Propionibacterium_phage_DrParker
3555,36197,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9626,NC_016071.1,Salmonella_phage_PVP-SE1
3556,36198,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7066,NC_012749.1,Escherichia_phage_wV8
3557,36199,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8014,NC_008689.1,Staphylococcus_virus_108PVL
3558,36200,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4891,KU963261,Gordonia_phage_BetterKatz
3559,36201,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5456,JF923796,Gordonia_phage_GTE5
3560,36202,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9893,NC_008371.1,Lactococcus_virus_jj50
3561,36203,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9439,NC_017971.2,Pseudomonas_phage_tf
3562,36204,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10036,NC_006294.1,Vibrio_phage_KSF1
3563,36205,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4788,NA,Gordonia_phage_Ashertheman
3564,36206,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8208,NC_028882.1,Pseudomonas_phage_vB_PaeM_PS24
3565,36207,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6050,JX262220,Propionibacterium_phage_P100D
3566,36208,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6749,KC700558,Streptomyces_phage_Zemlya
3567,36209,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9651,NC_015463.1,Synechococcus_phage_S-CBS2
3568,36210,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5722,NA,Arthrobacter_phage_Laila
3569,36211,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6247,GQ919031,Streptomyces_phage_pZL12
3570,36212,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10142,NC_001332.1,Escherichia_virus_I22
3571,36213,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9265,NC_022323.1,Escherichia_phage_JES2013
3572,36214,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7100,NC_029015.2,Salmonella_phage_SEN4
3573,36215,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6345,NA,Arthrobacter_phage_Saphira
3574,36216,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5137,KX557276,Gordonia_phage_Cucurbita
3575,36217,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5408,KX557278,Gordonia_phage_Ghobes
3576,36218,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10090,NC_004813.1,Enterobacteria_phage_BP-4795
3577,36219,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6041,NA,Arthrobacter_phage_OurGirlNessie
3578,36220,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8874,NC_021569.1,Stenotrophomonas_phage_SMA7
3579,36221,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9268,NC_020478.1,Bacillus_virus_Andromeda
3580,36222,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8049,NC_028991.1,Clostridium_phage_phiCT453A
3581,36223,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8909,NC_024787.1,Listeria_phage_LMTA-148
3582,36224,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6010,KU963254,Gordonia_phage_Obliviate
3583,36225,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4995,NA,Gordonia_phage_Buggaboo
3584,36226,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6427,NA,Gordonia_phage_SmokingBunny
3585,36227,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5541,NA,Streptomyces_phage_Ibantik
3586,36228,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7801,NC_027118.1,Vibrio_phage_phiVC8
3587,36229,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9309,NC_021532.1,Alteromonas_phage_vB_AmaP_AD45-P1
3588,36230,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4919,NA,Arthrobacter_phage_Blair
3589,36231,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5695,KU160653,Arthrobacter_phage_Korra
3590,36232,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9427,NC_020083.1,Serratia_phage_phiMAM1
3591,36233,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7456,NC_031026.1,Salmonella_phage_phSE-2
3592,36234,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9691,NC_014662.1,Enterobacter_phage_CC31
3593,36235,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9164,NC_023571.1,Oenococcus_phage_phiS11
3594,36236,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5529,KY471268,Gordonia_phage_Huffy
3595,36237,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8781,NC_001426.1,Escherichia_virus_BZ13
3596,36238,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7833,NC_019919.2,Yersinia_phage_phiR201
3597,36239,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,4955,KU998233,Gordonia_phage_BritBrat
3598,36240,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8771,NC_001884.1,Bacillus_virus_SPbeta
3599,36241,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7548,NC_030941.1,Gordonia_phage_Cozz
3600,36242,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8905,NC_024792.1,Bacillus_phage_Bobb
3601,36243,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8479,NC_027377.1,Leuconostoc_phage_Ln-8
3602,36244,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9825,NC_009816.1,Corynebacterium_phage_P1201
3603,36245,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10146,NC_018281.1,Staphylococcus_virus_IPLA5
3604,36246,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6283,JN116827,Rhodococcus_phage_RER2
3605,36247,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8873,NC_024134.1,Escherichia_phage_FFH2
3606,36248,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7502,NC_031085.1,Shigella_phage_SHBML-50-1
3607,36249,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8784,NC_002014.1,Enterobacteria_phage_Ike
3608,36250,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5955,NA,Rhodococcus_phage_Nancinator
3609,36251,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,10071,NC_005066.1,Enterobacteria_phage_RB49
3610,36252,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8744,NC_001954.1,Enterobacteria_phage_If1
3611,36253,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8117,NC_028957.1,Escherichia_phage_vB_EcoM_VR26
3612,36254,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9726,NC_010392.1,Phage_Gifsy-1
3613,36255,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7411,NC_031063.1,Pseudomonas_phage_PEV2
3614,36256,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7044,NC_027622.1,Propionibacterium_phage_Stormborn
3615,36257,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7498,NC_031051.1,Enterococcus_phage_SANTOR1
3616,36258,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9586,NC_018857.1,Bacillus_phage_BPS13
3617,36259,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8490,NC_027354.1,Propionibacterium_phage_PHL301M00
3618,36260,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6257,JX182370,Streptomyces_phage_R4
3619,36261,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8941,NC_022767.1,Bacillus_phage_Staley
3620,36262,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7529,NC_031002.1,Lactococcus_phage_M6162
3621,36263,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5012,KT895281,Mycobacterium_phage_Cabrinians
3622,36264,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6583,NA,Streptomyces_phage_ToriToki
3623,36265,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9163,NC_023573.1,Staphylococcus_phage_phiSA12
3624,36266,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6182,MF189177,Arthrobacter_phage_Piccoletto
3625,36267,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,9179,NC_008265.1,Clostridium_phage_phiSM101
3626,36268,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,8574,NC_013643.1,Enterococcus_phage_phiFL2A
3627,36269,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,5597,NA,Arthrobacter_phage_JEGGS
3628,36270,0,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,7972,NC_029061.1,Rhodoferax_phage_P26218
