organism_ptr_id,designation,baltimore_classification_id
3146,Mycobacterium_phage_Pier,NULL
3147,Mycobacterium_phage_Piglet,NULL
3148,Mycobacterium_phage_Pinkman,NULL
3149,Mycobacterium_phage_Pinnie,NULL
3150,Mycobacterium_phage_Pio,NULL
3151,Mycobacterium_phage_Pipcraft,NULL
3152,Mycobacterium_phage_Piper2020,NULL
3153,Gordonia_phage_Pipp,NULL
3154,Mycobacterium_phage_Pippin,NULL
3155,Mycobacterium_phage_Pippy,NULL
3156,Mycobacterium_phage_Pipsqueak,NULL
3157,Mycobacterium_phage_Pipsqueaks,NULL
3158,Mycobacterium_phage_Pistachio,NULL
3159,Arthrobacter_phage_PitaDog,NULL
3160,Mycobacterium_phage_Pivoine,NULL
3161,Mycobacterium_phage_Pixie,NULL
3162,Mycobacterium_phage_Placalicious,NULL
3163,Mycobacterium_phage_Plmatters,NULL
3164,Mycobacterium_phage_Plumbus,NULL
3165,Mycobacterium_phage_PMC,NULL
3166,Mycobacterium_phage_Pocahontas,NULL
3167,Mycobacterium_phage_Podrick,NULL
3168,Mycobacterium_phage_Poise,NULL
3169,Mycobacterium_phage_Polka14,NULL
3170,Gordonia_phage_Polly,NULL
3171,Mycobacterium_phage_Pomar16,NULL
3172,Mycobacterium_phage_Popcicle,NULL
3173,Streptomyces_phage_Popy,NULL
3174,Mycobacterium_phage_Porcelain,NULL
3175,Mycobacterium_phage_Porky,NULL
3176,Gordonia_phage_Portcullis,NULL
3177,Corynebacterium_phage_PotatoChip,NULL
3178,Mycobacterium_phage_PotatoSplit,NULL
3179,Mycobacterium_phage_Potter,NULL
3180,Mycobacterium_phage_Pound,NULL
3181,Corynebacterium_phage_Poushou,NULL
3182,Mycobacterium_phage_Power,NULL
3183,Arthrobacter_phage_Preamble,NULL
3184,Mycobacterium_phage_Priamo,NULL
3185,Arthrobacter_phage_PrincessTrina,NULL
3186,Mycobacterium_phage_Priscilla,NULL
3187,Mycobacterium_phage_Prithvi,NULL
3188,Mycobacterium_phage_ProfessorX,NULL
3189,Arthrobacter_phage_Prospero,NULL
3190,Mycobacterium_phage_Puhltonio,NULL
3191,Mycobacterium_phage_Pukovnik,NULL
3192,Arthrobacter_phage_Pumancara,NULL
3193,Mycobacterium_phage_Pumpkin,NULL
3194,Gordonia_phage_Pupper,NULL
3195,Mycobacterium_phage_Puppy,NULL
3196,Mycobacterium_phage_Purgamenstris,NULL
3197,Mycobacterium_phage_Purky,NULL
3198,Mycobacterium_phage_PurpleHaze,NULL
3199,Streptomyces_phage_pZL12,NULL
3200,Mycobacterium_phage_QBert,NULL
3201,Mycobacterium_phage_Qobbit,NULL
3202,Gordonia_phage_Quasar,NULL
3203,Mycobacterium_phage_QueenB2,NULL
3204,Mycobacterium_phage_QueenBeesly,NULL
3205,Mycobacterium_phage_QuinnKiro,NULL
3206,Mycobacterium_phage_Rachaly,NULL
3207,Mycobacterium_phage_Rahalelujah,NULL
3208,Mycobacterium_phage_Rakim,NULL
3209,Streptomyces_phage_Raleigh,NULL
3210,Mycobacterium_phage_Ramen,NULL
3211,Mycobacterium_phage_Ramsey,NULL
3212,Streptomyces_phage_Rana,NULL
3213,Arthrobacter_phage_RAP15,NULL
3214,Mycobacterium_phage_Rapunzel97,NULL
3215,Rhodococcus_phage_Rasputin,NULL
3216,Mycobacterium_phage_RawrgerThat,NULL
3217,Arthrobacter_phage_RcigaStruga,NULL
3218,Mycobacterium_phage_Reba,NULL
3219,Mycobacterium_phage_Rebeuca,NULL
3220,Mycobacterium_phage_RedMaple,NULL
3221,Mycobacterium_phage_RedRock,NULL
3222,Mycobacterium_phage_Refuge,NULL
3223,Mycobacterium_phage_Relief,NULL
3224,Mycobacterium_phage_Rem711,NULL
3225,Mycobacterium_phage_Remy19,NULL
3226,Mycobacterium_phage_Renaissance,NULL
3227,Mycobacterium_phage_Reprobate,NULL
3228,Mycobacterium_phage_Retro23,NULL
3229,Rhodococcus_phage_RexFury,NULL
3230,Mycobacterium_phage_Rey,NULL
3231,Gordonia_phage_Reyja,NULL
3232,Mycobacterium_phage_Rhinoforte,NULL
3233,Rhodococcus_phage_Rhodalysa,NULL
3234,Mycobacterium_phage_Rich,NULL
3235,Mycobacterium_phage_Riggan,NULL
3236,Mycobacterium_phage_Rimmer,NULL
3237,Mycobacterium_phage_Ringer,NULL
3238,Arthrobacter_phage_Rings,NULL
3239,Mycobacterium_phage_RitaG,NULL
3240,Mycobacterium_phage_RiverMonster,NULL
3241,Mycobacterium_phage_Rizal,NULL
3242,Mycobacterium_phage_Roary,NULL
3243,Gordonia_phage_RobinSparkles,NULL
3244,Mycobacterium_phage_Rockstar,NULL
3245,Mycobacterium_phage_RockyHorror,NULL
3246,Gordonia_phage_Rofo,NULL
3247,Mycobacterium_phage_Roliet,NULL
3248,Mycobacterium_phage_RomaT,NULL
3249,Streptomyces_phage_Romero,NULL
3250,Gordonia_phage_Ronaldo,NULL
3251,Arthrobacter_phage_Ronnie,NULL
3252,Mycobacterium_phage_RonRayGun,NULL
3253,Mycobacterium_phage_Roosevelt,NULL
3254,Mycobacterium_phage_Roots515,NULL
3255,Mycobacterium_phage_Roscoe,NULL
3256,Arthrobacter_phage_RosiePosie,NULL
3257,Mycobacterium_phage_Roy17,NULL
3258,Mycobacterium_phage_Royals2015,NULL
3259,Arthrobacter_phage_Rozby,NULL
3260,Mycobacterium_phage_Rubeelu,NULL
3261,Mycobacterium_phage_Ruby,NULL
3262,Mycobacterium_phage_Ruin,NULL
3263,Mycobacterium_phage_Rumpelstiltskin,NULL
3264,Mycobacterium_phage_Ruotula,NULL
3265,Rothia_phage_Ruth,NULL
3266,Mycobacterium_phage_Rutherferd,NULL
3267,Mycobacterium_phage_Sabella,NULL
3268,Mycobacterium_phage_Sabertooth,NULL
3269,Mycobacterium_phage_Sabia,NULL
3270,Mycobacterium_phage_Sabinator,NULL
3271,Mycobacterium_phage_Sagefire,NULL
3272,Mycobacterium_phage_Saguaro,NULL
3273,Mycobacterium_phage_Saintus,NULL
3274,Streptomyces_phage_Salete,NULL
3275,Arthrobacter_phage_Salgado,NULL
3276,Gordonia_phage_SallySpecial,NULL
3277,Streptomyces_phage_Samisti12,NULL
3278,Mycobacterium_phage_SamScheppers,NULL
3279,Mycobacterium_phage_Samty,NULL
3280,Mycobacterium_phage_SamuelLPlaqson,NULL
3281,Arthrobacter_phage_Sandman,NULL
3282,Arthrobacter_phage_Saphira,NULL
3283,Mycobacterium_phage_SarFire,NULL
3284,Mycobacterium_phage_Sassay,NULL
3285,Mycobacterium_phage_SassyB,NULL
3286,Mycobacterium_phage_SassyCat97,NULL
3287,Streptomyces_phage_Satis,NULL
3288,Gordonia_phage_Savage,NULL
3289,Arthrobacter_phage_Savage2526,NULL
3290,Streptomyces_phage_Scap1,NULL
3291,Mycobacterium_phage_Scarlett,NULL
3292,Arthrobacter_phage_Scavito,NULL
3293,Gordonia_phage_SCentae,NULL
3294,Mycobacterium_phage_Schadenfreude,NULL
3295,Mycobacterium_phage_Schatzie,NULL
3296,Mycobacterium_phage_Scherzo,NULL
3297,Mycobacterium_phage_Schiebel,NULL
3298,Mycobacterium_phage_Scoot17C,NULL
3299,Mycobacterium_phage_Scorpia,NULL
3300,Mycobacterium_phage_Scottish,NULL
3301,Mycobacterium_phage_ScottMcG,NULL
3302,Mycobacterium_phage_Scowl,NULL
3303,Mycobacterium_phage_SDcharge11,NULL
3304,Mycobacterium_phage_Sebata,NULL
3305,Mycobacterium_phage_SemperFi,NULL
3306,Mycobacterium_phage_Send513,NULL
3307,Mycobacterium_phage_Serendipitous,NULL
3308,Mycobacterium_phage_Serendipity,NULL
3309,Arthrobacter_phage_Sergei,NULL
3310,Mycobacterium_phage_Serpentine,NULL
3311,Mycobacterium_phage_Settecandela,NULL
3312,Arthrobacter_phage_Seume,NULL
3313,Mycobacterium_phage_SG4,NULL
3314,Mycobacterium_phage_SgtBeansprout,NULL
3315,Arthrobacter_phage_Shade,NULL
3316,Mycobacterium_phage_Shaka,NULL
3317,Mycobacterium_phage_Shaobing,NULL
3318,Mycobacterium_phage_Shaqnato,NULL
3319,Mycobacterium_phage_Shauna1,NULL
3320,Gordonia_phage_ShayRa,NULL
3321,Mycobacterium_phage_SheaKeira,NULL
3322,Mycobacterium_phage_Sheila,NULL
3323,Mycobacterium_phage_SheldonCooper,NULL
3324,Mycobacterium_phage_ShereKhan,NULL
3325,Mycobacterium_phage_ShiaLabeouf,NULL
3326,Mycobacterium_phage_ShiLan,NULL
3327,Mycobacterium_phage_Shnickers,NULL
3328,Mycobacterium_phage_Shrimp,NULL
3329,Arthrobacter_phage_Shrooms,NULL
3330,Streptomyces_phage_Shyg,NULL
3331,Mycobacterium_phage_Sibs6,NULL
3332,Mycobacterium_phage_Sigman,NULL
3333,Mycobacterium_phage_Silvafighter,NULL
3334,Mycobacterium_phage_Silverleaf,NULL
3335,Mycobacterium_phage_Simpliphy,NULL
3336,Mycobacterium_phage_SimranZ1,NULL
3337,Mycobacterium_phage_SirDuracell,NULL
3338,Mycobacterium_phage_SirHarley,NULL
3339,Mycobacterium_phage_SirPhilip,NULL
3340,Gordonia_phage_Sitar,NULL
3341,Mycobacterium_phage_SkinnyPete,NULL
3342,Mycobacterium_phage_Skipitt,NULL
3343,Gordonia_phage_Skog,NULL
3344,Gordonia_phage_Skysand,NULL
3345,Mycobacterium_phage_Slarp,NULL
3346,Mycobacterium_phage_Slimphazie,NULL
3347,Mycobacterium_phage_Smairt,NULL
3348,Mycobacterium_phage_SmallFry,NULL
3349,Mycobacterium_phage_Smeagol,NULL
3350,Gordonia_phage_SmokingBunny,NULL
3351,Mycobacterium_phage_Smooch,NULL
3352,Mycobacterium_phage_Snape,NULL
3353,Mycobacterium_phage_SnapTap,NULL
3354,Mycobacterium_phage_SoilDragon,NULL
3355,Arthrobacter_phage_Sonny,NULL
3356,Mycobacterium_phage_Sophia,NULL
3357,Arthrobacter_phage_SorJuana,NULL
3358,Mycobacterium_phage_Soshari,NULL
3359,Mycobacterium_phage_Sotrice96,NULL
3360,Gordonia_phage_Sour,NULL
3361,Streptomyces_phage_SparkleGoddess,NULL
3362,Mycobacterium_phage_Sparky,NULL
3363,Mycobacterium_phage_Spartacus,NULL
3364,Mycobacterium_phage_Spartan300,NULL
3365,Streptomyces_phage_SPB78,NULL
3366,Mycobacterium_phage_Specks,NULL
3367,Streptomyces_phage_Spectropatronm,NULL
3368,Mycobacterium_phage_Spike509,NULL
3369,Mycobacterium_phage_SpikeBT,NULL
3370,Mycobacterium_phage_SpongeBob,NULL
3371,Mycobacterium_phage_Spoonbill,NULL
3372,Mycobacterium_phage_Sprinklers,NULL
3373,Gordonia_phage_Sproutie,NULL
3374,Mycobacterium_phage_Spud,NULL
3375,Mycobacterium_phage_Squid,NULL
3376,Mycobacterium_phage_Squiggle,NULL
3377,Mycobacterium_phage_Squint,NULL
3378,Mycobacterium_phage_Squirty,NULL
3379,Streptomyces_phage_Sros11,NULL
3380,Mycobacterium_phage_Stagni,NULL
3381,Mycobacterium_phage_Stark,NULL
3382,Streptomyces_phage_StarPlatinum,NULL
3383,Mycobacterium_phage_StarStuff,NULL
3384,Mycobacterium_phage_Stasia,NULL
3385,Rhodococcus_phage_StCroix,NULL
3386,Mycobacterium_phage_Stephig9,NULL
3387,Mycobacterium_phage_StepMih,NULL
3388,Gordonia_phage_SteveFrench,NULL
3389,Arthrobacter_phage_StevieBAY,NULL
3390,Mycobacterium_phage_StevieRay,NULL
3391,Arthrobacter_phage_StewieGriff,NULL
3392,Arthrobacter_phage_Stratus,NULL
3393,Streptomyces_phage_StrepC,NULL
3394,Gordonia_phage_Strosahl,NULL
3395,Mycobacterium_phage_Struggle,NULL
3396,Mycobacterium_phage_Stubby,NULL
3397,Gordonia_phage_Stultus,NULL
3398,Mycobacterium_phage_Sulley,NULL
3399,Arthrobacter_phage_Supakev,NULL
3400,Mycobacterium_phage_SuperAwesome,NULL
3401,Mycobacterium_phage_Superchunk,NULL
3402,Mycobacterium_phage_SuperGrey,NULL
3403,Propionibacterium_phage_Supernova,NULL
3404,Mycobacterium_phage_Superphikiman,NULL
3405,Gordonia_phage_SuperSulley,NULL
3406,Arthrobacter_phage_Suppi,NULL
3407,Mycobacterium_phage_Surely,NULL
3408,Gordonia_phage_Suscepit,NULL
3409,Streptomyces_phage_Sushi23,NULL
3410,Mycobacterium_phage_SwagPigglett,NULL
3411,Rhodococcus_phage_Swann,NULL
3412,Mycobacterium_phage_Sweets,NULL
3413,Arthrobacter_phage_Swenson,NULL
3414,Mycobacterium_phage_Switzer,NULL
3415,Arthrobacter_phage_Synepsis,NULL
3416,Mycobacterium_phage_TA17A,NULL
3417,Mycobacterium_phage_Tachez,NULL
3418,Arthrobacter_phage_TaeYoung,NULL
3419,Mycobacterium_phage_Taheera,NULL
3420,Mycobacterium_phage_Taj,NULL
3421,Arthrobacter_phage_Taj14,NULL
3422,Rhodococcus_phage_Takoda,NULL
3423,Mycobacterium_phage_TallGrassMM,NULL
3424,Gordonia_phage_Tangent,NULL
3425,Gordonia_phage_Tangerine,NULL
3426,Arthrobacter_phage_Tank,NULL
3427,Mycobacterium_phage_Tapioca,NULL
3428,Mycobacterium_phage_Taptic,NULL
3429,Mycobacterium_phage_Taquito,NULL
3430,Mycobacterium_phage_Target,NULL
3431,Mycobacterium_phage_Tarynearal,NULL
3432,Arthrobacter_phage_TattModd,NULL
3433,Mycobacterium_phage_Taurus,NULL
3434,Mycobacterium_phage_TBond007,NULL
3435,Mycobacterium_phage_TBrady12,NULL
3436,Mycobacterium_phage_TChen,NULL
3437,Mycobacterium_phage_TDanisky,NULL
3438,Arthrobacter_phage_Teacup,NULL
3439,Mycobacterium_phage_Teardrop,NULL
3440,Mycobacterium_phage_TeardropMSU,NULL
3441,Gordonia_phage_Teatealatte,NULL
3442,Arthrobacter_phage_Temper16,NULL
3443,Mycobacterium_phage_Terminus,NULL
3444,Mycobacterium_phage_Terror,NULL
3445,Mycobacterium_phage_Tesla,NULL
3446,Mycobacterium_phage_Texage,NULL
3447,Streptomyces_phage_TG1,NULL
3448,Mycobacterium_phage_Thanksgivukkah,NULL
3449,Gordonia_phage_ThankyouJordi,NULL
3450,Mycobacterium_phage_Thespis,NULL
3451,Mycobacterium_phage_Thor,NULL
3452,Mycobacterium_phage_Thora,NULL
3453,Mycobacterium_phage_ThreeOh3D2,NULL
3454,Mycobacterium_phage_ThreeRngTarjay,NULL
3455,Mycobacterium_phage_Thumb,NULL
3456,Gordonia_phage_Tiamoceli,NULL
3457,Mycobacterium_phage_Tiffany,NULL
3458,Mycobacterium_phage_Tiger,NULL
3459,Arthrobacter_phage_Timinator,NULL
3460,Mycobacterium_phage_Timmi,NULL
3461,Mycobacterium_phage_Timshel,NULL
3462,Gordonia_phage_TimTam,NULL
3463,Mycobacterium_phage_TinaFeyge,NULL
3464,Mycobacterium_phage_Tinciduntsolum,NULL
3465,Arthrobacter_phage_TinoCrisci,NULL
3466,Mycobacterium_phage_Tinybot,NULL
3467,Mycobacterium_phage_TinyTim,NULL
3468,Mycobacterium_phage_TipsytheTRex,NULL
3469,Mycobacterium_phage_TiroTheta9,NULL
3470,Mycobacterium_phage_TNguyen7,NULL
3471,Gordonia_phage_Toast,NULL
3472,Mycobacterium_phage_Todacoro,NULL
3473,Mycobacterium_phage_Tomathan,NULL
3474,Mycobacterium_phage_TomBombadil,NULL
3475,Mycobacterium_phage_ToneTone,NULL
3476,Gordonia_phage_Toniann,NULL
3477,Mycobacterium_phage_TootsiePop,NULL
3478,Arthrobacter_phage_Tophat,NULL
3479,Streptomyces_phage_ToriToki,NULL
3480,Mycobacterium_phage_Tortellini,NULL
3481,Mycobacterium_phage_Tortoise16,NULL
3482,Arthrobacter_phage_Toulouse,NULL
3483,Mycobacterium_phage_Traaww1,NULL
3484,Mycobacterium_phage_Traft412,NULL
3485,Mycobacterium_phage_Treddle,NULL
3486,Gordonia_phage_Tredge,NULL
3487,Mycobacterium_phage_Tres,NULL
3488,Mycobacterium_phage_TreyKay,NULL
3489,Arthrobacter_phage_Tribby,NULL
3490,Streptomyces_phage_Tribute,NULL
3491,Rhodococcus_phage_Trina,NULL
3492,Gordonia_phage_Trine,NULL
3493,Mycobacterium_phage_Tripl3t,NULL
3494,Gordonia_phage_Troje,NULL
3495,Mycobacterium_phage_Trouble,NULL
3496,Mycobacterium_phage_Trypo,NULL
3497,Mycobacterium_phage_Tuco,NULL
3498,Gordonia_phage_Turuncu,NULL
3499,Rhodococcus_phage_TWAMP,NULL
3500,Mycobacterium_phage_Twister,NULL
3501,Mycobacterium_phage_TygerBlood,NULL
3502,Citrobacter_phage_CVT22,NULL
3503,Mycobacterium_phage_Tyke,NULL
3504,Arthrobacter_phage_TymAbreu,NULL
3505,Mycobacterium_phage_Typha,NULL
3506,Mycobacterium_phage_TyrionL,NULL
3507,Mycobacterium_phage_U2,NULL
3508,Mycobacterium_phage_UAch1,NULL
3509,Rhodococcus_phage_UhSalsa,NULL
3510,Mycobacterium_phage_Ukulele,NULL
3511,Mycobacterium_phage_UncleRicky,NULL
3512,Mycobacterium_phage_Unicorn,NULL
3513,Mycobacterium_phage_UnionJack,NULL
3514,Streptomyces_phage_UNTPL,NULL
3515,Mycobacterium_phage_Updawg,NULL
3516,Mycobacterium_phage_UPIE,NULL
3517,Mycobacterium_phage_Urkel,NULL
3518,Arthrobacter_phage_Urla,NULL
3519,Mycobacterium_phage_Vaishali24,NULL
3520,Gordonia_phage_Valary,NULL
3521,Mycobacterium_phage_Valjean,NULL
3522,Arthrobacter_phage_Vallejo,NULL
3523,Gordonia_phage_VanDeWege,NULL
3524,Mycobacterium_phage_Veliki,NULL
3525,Mycobacterium_phage_Velveteen,NULL
3526,Mycobacterium_phage_Veracruz,NULL
3527,Mycobacterium_phage_Veritas,NULL
3528,Streptomyces_phage_Verse,NULL
3529,Mycobacterium_phage_Virapocalypse,NULL
3530,Mycobacterium_phage_Visconti,NULL
3531,Mycobacterium_phage_Vivaldi,NULL
3532,Mycobacterium_phage_Vix,NULL
3533,Mycobacterium_phage_Vortex,NULL
3534,Arthrobacter_phage_Vulture,NULL
3535,Mycobacterium_phage_Wachhund,NULL
3536,Gordonia_phage_Waits,NULL
3537,Mycobacterium_phage_WaldoWhy,NULL
3538,Mycobacterium_phage_Wallhey,NULL
3539,Mycobacterium_phage_Wally,NULL
3540,Gordonia_phage_Walrus,NULL
3541,Mycobacterium_phage_WalterMcMickey,NULL
3542,Arthrobacter_phage_Waltz,NULL
3543,Mycobacterium_phage_Wander,NULL
3544,Streptomyces_phage_Warpy,NULL
3545,Mycobacterium_phage_Waterdiva,NULL
3546,Mycobacterium_phage_Waterfoul,NULL
3547,Mycobacterium_phage_Watson,NULL
3548,Arthrobacter_phage_Wayne,NULL
3549,Rhodococcus_phage_Weasels2,NULL
3550,Mycobacterium_phage_Webster2,NULL
3551,Mycobacterium_phage_Weiss13,NULL
3552,Gordonia_phage_WelcomeAyanna,NULL
3553,Streptomyces_phage_Wentworth,NULL
3554,Mycobacterium_phage_Whabigail7,NULL
3555,Gordonia_phage_WheatThin,NULL
3556,Arthrobacter_phage_Wheelbite,NULL
3557,Mycobacterium_phage_Wheeler,NULL
3558,Mycobacterium_phage_Whirlwind,NULL
3559,Mycobacterium_phage_Whouxphf,NULL
3560,Mycobacterium_phage_WideWale,NULL
3561,Mycobacterium_phage_Wiks,NULL
3562,Mycobacterium_phage_Wilbur,NULL
3563,Mycobacterium_phage_Wildcat,NULL
3564,Arthrobacter_phage_Wilde,NULL
3565,Mycobacterium_phage_Wilder,NULL
3566,Mycobacterium_phage_Wilkins,NULL
3567,Mycobacterium_phage_Willez,NULL
3568,Gordonia_phage_William,NULL
3569,Gordonia_phage_WilliamBoone,NULL
3570,Mycobacterium_phage_Willis,NULL
3571,Mycobacterium_phage_WillSterrel,NULL
3572,Mycobacterium_phage_Winky,NULL
3573,Mycobacterium_phage_Wintermute,NULL
3574,Mycobacterium_phage_Wizard007,NULL
3575,Mycobacterium_phage_Wooldri,NULL
3576,Mycobacterium_phage_WunderPhul,NULL
3577,Mycobacterium_phage_Wyatt2,NULL
3578,Mycobacterium_phage_Xavier,NULL
3579,Mycobacterium_phage_Xena,NULL
3580,Mycobacterium_phage_Xerxes,NULL
3581,Mycobacterium_phage_Ximenita,NULL
3582,Mycobacterium_phage_xkcd,NULL
3583,Streptomyces_phage_Xkcd426,NULL
3584,Gordonia_phage_Yago84,NULL
3585,Mycobacterium_phage_Yahalom,NULL
3586,Arthrobacter_phage_Yank,NULL
3587,Mycobacterium_phage_YassJohnny,NULL
3588,Mycobacterium_phage_Yecey3,NULL
3589,Arthrobacter_phage_Yeezus,NULL
3590,Rhodococcus_phage_Yogi,NULL
3591,Rhodococcus_phage_Yoncess,NULL
3592,Mycobacterium_phage_Yoshand,NULL
3593,Mycobacterium_phage_Yoshi,NULL
3594,Mycobacterium_phage_YouGoGlencoco,NULL
3595,Mycobacterium_phage_Youngblood,NULL
3596,Mycobacterium_phage_YoureAdopted,NULL
3597,Mycobacterium_phage_Yucca,NULL
3598,Mycobacterium_phage_YungJamal,NULL
3599,Mycobacterium_phage_Yunkel11,NULL
3600,Mycobacterium_phage_Zaider,NULL
3601,Mycobacterium_phage_Zakai,NULL
3602,Mycobacterium_phage_Zakhe101,NULL
3603,Mycobacterium_phage_Zapner,NULL
3604,Gordonia_phage_Zarbodnamra,NULL
3605,Mycobacterium_phage_Zaria,NULL
3606,Arthrobacter_phage_Zartrosa,NULL
3607,Mycobacterium_phage_Zavala,NULL
3608,Mycobacterium_phage_Zeeculate,NULL
3609,Mycobacterium_phage_Zeenon,NULL
3610,Mycobacterium_phage_Zelda,NULL
3611,Mycobacterium_phage_Zemanar,NULL
3612,Mycobacterium_phage_Zenon,NULL
3613,Mycobacterium_phage_ZenTime222,NULL
3614,Mycobacterium_phage_Zephyr,NULL
3615,Mycobacterium_phage_Zerg,NULL
3616,Mycobacterium_phage_Zetzy,NULL
3617,Mycobacterium_phage_Zeuska,NULL
3618,Mycobacterium_phage_Zilizebeth,NULL
3619,Corynebacterium_phage_Zion,NULL
3620,Mycobacterium_phage_Zombie,NULL
3621,Mycobacterium_phage_Zonia,NULL
3622,Streptomyces_phage_ZooBear,NULL
3623,Arthrobacter_phage_Zorro,NULL
3624,Mycobacterium_phage_Zulu,NULL
3625,Mycobacterium_phage_ZygoTaiga,NULL
3626,Gordonia_phage_Utz,NULL
3627,Salmonella_phage_BPS15Q2,NULL
3628,Enterobacter_phage_Arya,NULL
3629,Acinetobacter_phage_vB_AbaM_IME200,NULL
3630,Morganella_phage_MmP1,NULL
3631,Synechococcus_phage_P60,NULL
3632,Escherichia_phage_Bp4,NULL
3633,Acinetobacter_phage_ZZ1,NULL
3634,Clostridium_phage_phiCD211,NULL
3635,Klebsiella_phage_vB_KpnM_KpV477,NULL
3636,Prochlorococcus_phage_P-TIM68,NULL
3637,Bacillus_phage_TsarBomba,NULL
3638,Salmonella_phage_SEN34,NULL
3639,Salmonella_phage_vB_SPuM_SP116,NULL
3640,Achromobacter_phage_phiAxp-3,NULL
3641,Delftia_phage_RG-2014,NULL
3642,Escherichia_phage_wV8,NULL
3643,Erwinia_phage_phiEa21-4,NULL
3644,Rhizobium_phage_RHEph10,NULL
3645,Bacillus_phage_BM5,NULL
3646,Synechococcus_phage_S-MbCM100,NULL
3647,Mycobacterium_virus_Babsiella,NULL
3648,Klebsiella_phage_KP34,NULL
3649,Acinetobacter_phage_vB_AbaS_TRS1,NULL
3650,Enterobacteria_phage_St-1,NULL
3651,Salmonella_phage_SEN1,NULL
3652,Salmonella_phage_SEN22,NULL
3653,Salmonella_phage_GG32,NULL
3654,Salmonella_phage_MA12,NULL
3655,Salmonella_phage_SEN4,NULL
3656,Salmonella_phage_SEN5,NULL
3657,Salmonella_phage_118970_sal2,NULL
3658,Salmonella_phage_BPS11Q3,NULL
3659,Salmonella_phage_64795_sal3,NULL
3660,Salmonella_phage_103203_sal5,NULL
3661,Synechococcus_phage_S-WAM1,NULL
3662,Escherichia_phage_vB_EcoP_GA2A,NULL
3663,Streptococcus_phage_phiARI0462,NULL
3664,Streptococcus_phage_phiARI0131-2,NULL
3665,Salmonella_phage_118970_sal3,NULL
3666,Flavobacterium_phage_Fpv6,NULL
3667,Synechococcus_phage_S-WAM2,NULL
3668,Escherichia_phage_MX01,NULL
3669,Flavobacterium_phage_Fpv10,NULL
3670,Flavobacterium_phage_Fpv2,NULL
3671,Salmonella_phage_118970_sal1,NULL
3672,Streptococcus_phage_phiARI0468-1,NULL
3673,Escherichia_phage_WG01,NULL
3674,Synechococcus_phage_S-CAM7,NULL
3675,Flavobacterium_phage_2A,NULL
3676,Salmonella_phage_IME207,NULL
3677,Streptococcus_phage_phiARI0468-2,NULL
3678,Synechococcus_phage_S-CAM9,NULL
3679,Streptococcus_phage_phiARI0004,NULL
3680,Flavobacterium_phage_Fpv8,NULL
3681,Pseudoalteromonas_phage_BS5,NULL
3682,Streptococcus_phage_phiARI0468-4,NULL
3683,Flavobacterium_phage_Fpv1,NULL
3684,Streptococcus_phage_phiARI0460-1,NULL
3685,Flavobacterium_phage_Fpv20,NULL
3686,Flavobacterium_phage_1H,NULL
3687,Streptococcus_phage_phiARI0031,NULL
3688,Campylobacter_phage_PC14,NULL
3689,Pseudoalteromonas_phage_PH1,NULL
3690,Streptococcus_phage_phiARI0746,NULL
3691,Synechococcus_phage_S-CAM3,NULL
3692,Flavobacterium_phage_Fpv7,NULL
3693,Flavobacterium_phage_Fpv3,NULL
3694,Synechococcus_phage_S-CAM22,NULL
3695,Salmonella_phage_100268_sal2,NULL
3696,Streptococcus_phage_phiARI0131-1,NULL
3697,Flavobacterium_phage_Fpv11,NULL
3698,Flavobacterium_phage_Fpv5,NULL
3699,Synechococcus_phage_S-CAM4,NULL
3700,Citrobacter_phage_Michonne,NULL
3701,Bacillus_phage_vB_BtS_BMBtp3,NULL
3702,Burkholderia_virus_Bcepil02,NULL
3703,Mycobacterium_phage_Bane1,NULL
3704,Pseudomonas_phage_PAK_P4,NULL
3705,Mycobacterium_phage_Adawi,NULL
3706,Bacillus_virus_BMBtp2,NULL
3707,Synechococcus_phage_S-PM2,NULL
3708,Pseudomonas_phage_O4,NULL
3709,Brucella_phage_BiPBO1,NULL
3710,Bacillus_phage_SP-15,NULL
3711,Salmonella_phage_BP12C,NULL
3712,Salmonella_phage_BP63,NULL
3713,Klebsiella_phage_KpV71,NULL
3714,Acinetobacter_phage_vB_AbaM_phiAbaA1,NULL
3715,Salmonella_phage_BP12B,NULL
3716,Enterococcus_phage_Ec-ZZ2,NULL
3717,Salmonella_phage_BP12A,NULL
3718,Staphylococcus_phage_CNPx,NULL
3719,Shewanella_phage_Spp001,NULL
3720,Klebsiella_phage_KP27,NULL
3721,Klebsiella_phage_KP15,NULL
3722,Bacillus_phage_Deep_Blue,NULL
3723,Salmonella_phage_SJ46,NULL
3724,Salmonella_phage_vB_SalM_PM10,NULL
3725,Erwinia_phage_vB_EamM_Huxley,NULL
3726,Bacillus_phage_Aurora,NULL
3727,Erwinia_phage_vB_EamM_Caitlin,NULL
3728,Acinetobacter_phage_LZ35,NULL
3729,Morganella_phage_vB_MmoP_MP2,NULL
3730,Escherichia_phage_64795_ec1,NULL
3731,Pseudomonas_phage_phiMK,NULL
3732,Pseudomonas_phage_vB_PaeP_MAG4,NULL
3733,Escherichia_phage_vB_EcoM-UFV13,NULL
3734,Weissella_phage_WCP30,NULL
3735,Bacillus_phage_Phrodo,NULL
3736,Pectobacterium_phage_PP90,NULL
3737,Klebsiella_phage_PKO111,NULL
3738,Citrobacter_phage_SH2,NULL
